CD_GEOCODM,NOME,POPULACAO
2300507,Alcântaras,11781
2300606,Altaneira,7650
2300705,Alto Santo,17196
2300754,Amontada,43829
2300804,Antonina do Norte,7378
2300903,Apuiarés,14672
2301000,Aquiraz,80935
2301109,Aracati,74975
2301208,Aracoiaba,26535
2301257,Ararendá,10959
2301307,Araripe,21654
2301406,Aratuba,11802
2301505,Arneiroz,7844
2301604,Assaré,23478
2301703,Aurora,24610
2301802,Baixio,6303
2301851,Banabuiú,18256
2301901,Barbalha,61228
2301950,Barreira,22573
2302008,Barro,22758
2302057,Barroquinha,15044
2302107,Baturité,35941
2302206,Beberibe,53949
2302305,Bela Cruz,32722
2302404,Boa Viagem,54577
2302503,Brejo Santo,49842
2302602,Camocim,63907
2302701,Campos Sales,27470
2302800,Canindé,77244
2302909,Capistrano,17786
2303006,Caridade,22782
2303105,Cariré,18459
2303204,Caririaçu,26987
2303303,Cariús,18699
2303402,Carnaubal,17685
2303501,Cascavel,72232
2303600,Catarina,20871
2303659,Catunda,10376
2303709,Caucaia,365212
2303808,Cedro,25585
2303907,Chaval,13091
2303931,Choró,13565
2303956,Chorozinho,20274
2304004,Coreaú,23239
2304103,Crateús,75159
2304202,Crato,133031
2304236,Croatá,18133
2304251,Cruz,24977
2304269,Deputado Irapuan Pinheiro,9662
2304277,Ereré,7225
2304285,Eusébio,54337
2304301,Farias Brito,19389
2304350,Forquilha,24452
2304400,Fortaleza,2686612
2304459,Fortim,16631
2304509,Frecheirinha,14134
2304608,General Sampaio,7694
2304657,Graça,14407
2304707,Granja,54962
2304806,Granjeiro,4814
2304905,Groaíras,11144
2304954,Guaiúba,26290
2305001,Guaraciaba do Norte,40784
2305100,Guaramiranga,5132
2305209,Hidrolândia,20053
2305233,Horizonte,68529
2305266,Ibaretama,13369
2305308,Ibiapina,25082
2305332,Ibicuitinga,12629
2305357,Icapuí,20060
2305407,Icó,68162
2305506,Iguatu,103074
2305605,Independência,26187
2305654,Ipaporanga,11596
2305704,Ipaumirim,12485
2305803,Ipu,42058
2305902,Ipueiras,38114
2306009,Iracema,14326
2306108,Irauçuba,24305
2306207,Itaiçaba,7866
2306256,Itaitinga,38325
2306306,Itapajé,53067
2306405,Itapipoca,130539
2306504,Itapiúna,20520
2306553,Itarema,42215
2306603,Itatira,21836
2306702,Jaguaretama,18147
2306801,Jaguaribara,11492
2306900,Jaguaribe,34636
2307007,Jaguaruana,33834
2307106,Jardim,27181
2307205,Jati,8130
2307254,Jijoca de Jericoacoara,20087
2307304,Juazeiro do Norte,276264
2307403,Jucás,24892
2307502,Lavras da Mangabeira,31492
2307601,Limoeiro do Norte,59890
2307635,Madalena,19864
2307650,Maracanaú,229458
2307700,Maranguape,130346
2307809,Marco,27595
2307908,Martinópole,11321
2308005,Massapê,39044
2308104,Mauriti,48168
2308203,Meruoca,15185
2308302,Milagres,27462
2308351,Milhã,13142
2308377,Miraíma,13894
2308401,Missão Velha,35480
2308500,Mombaça,43858
2308609,Monsenhor Tabosa,17249
2308708,Morada Nova,61738
2308807,Moraújo,8779
2308906,Morrinhos,22685
2309003,Mucambo,14549
2309102,Mulungu,10941
2309201,Nova Olinda,15684
2309300,Nova Russas,32408
2309409,Novo Oriente,28673
2309458,Ocara,25833
2309508,Orós,21384
2309607,Pacajus,73188
2309706,Pacatuba,84554
2309805,Pacoti,12288
2309904,Pacujá,6549
2310001,Palhano,9422
2310100,Palmácia,13439
2310209,Paracuru,35304
2310258,Paraipaba,32992
2310308,Parambu,31455
2310407,Paramoti,12252
2310506,Pedra Branca,43309
2310605,Penaforte,9143
2310704,Pentecoste,37900
2310803,Pereiro,16331
2310852,Pindoretama,20769
2310902,Piquet Carneiro,17086
2310951,Pires Ferreira,11001
2311009,Poranga,12347
2311108,Porteiras,14958
2311207,Potengi,11106
2311231,Potiretama,6437
2311264,Quiterianópolis,21166
2311306,Quixadá,88321
2311355,Quixelô,16147
2311405,Quixeramobim,81778
2311504,Quixeré,22293
2311603,Redenção,29146
2311702,Reriutaba,18385
2311801,Russas,78882
2311900,Saboeiro,15788
2311959,Salitre,16635
2312007,Santana do Acaraú,32654
2312106,Santana do Cariri,17712
2312205,Santa Quitéria,43711
2312304,São Benedito,48131
2312403,São Gonçalo do Amarante,48869
2312502,São João do Jaguaribe,7601
2312601,São Luís do Curu,13044
2312700,Senador Pompeu,25456
2312809,Senador Sá,7691
2312908,Sobral,210711
2313005,Solonópole,18357
2313104,Tabuleiro do Norte,30807
2313203,Tamboril,26225
2313252,Tarrafas,8573
2313302,Tauá,59062
2313351,Tejuçuoca,19371
2313401,Tianguá,76537
2313500,Trairi,56291
2313559,Tururu,16431
2313609,Ubajara,35047
2313708,Umari,7736
2313757,Umirim,19903
2313807,Uruburetama,22040
2313906,Uruoca,13915
2313955,Varjota,18471
2314003,Várzea Alegre,40903
2314102,Viçosa do Ceará,61410
2400109,Acari,11121
2400208,Açu,58384
2400307,Afonso Bezerra,11029
2400406,Água Nova,3272
2400505,Alexandria,13553
2400604,Almino Afonso,4710
2400703,Alto do Rodrigues,14728
2400802,Angicos,11705
2400901,Antônio Martins,7154
2401008,Apodi,35874
2401107,Areia Branca,27967
2401206,Arês,14417
2401305,Campo Grande,9670
2401404,Baía Formosa,9322
2401453,Baraúna,28747
2401503,Barcelona,3994
2401602,Bento Fernandes,5525
2401651,Bodó,2197
2401701,Bom Jesus,10267
2401800,Brejinho,12787
2401859,Caiçara do Norte,6561
2401909,Caiçara do Rio do Vento,3715
2402006,Caicó,68343
2402105,Campo Redondo,11291
2402204,Canguaretama,34548
2402303,Caraúbas,20541
2402402,Carnaúba dos Dantas,8239
2402501,Carnaubais,10867
2402600,Ceará-Mirim,73886
2402709,Cerro Corá,11181
2402808,Coronel Ezequiel,5504
2402907,Coronel João Pessoa,4915
2403004,Cruzeta,7983
2403103,Currais Novos,44905
2403202,Doutor Severiano,7072
2403251,Parnamirim,267036
2403301,Encanto,5668
2403400,Equador,6054
2403509,Espírito Santo,10484
2403608,Extremoz,28936
2403707,Felipe Guerra,5997
2403756,Fernando Pedroza,3067
2403806,Florânia,9786
2403905,Francisco Dantas,2813
2404002,Frutuoso Gomes,4041
2404101,Galinhos,2845
2404200,Goianinha,26669
2404309,Governador Dix-Sept Rosado,13076
2404408,Grossos,10463
2404507,Guamaré,15963
2404606,Ielmo Marinho,13901
2404705,Ipanguaçu,15626
2404804,Ipueira,2253
2404853,Itajá,7595
2404903,Itaú,5897
2405009,Jaçanã,9238
2405108,Jandaíra,6893
2405207,Janduís,5248
2405306,Januário Cicco,10275
2405405,Japi,4995
2405504,Jardim de Angicos,2606
2405603,Jardim de Piranhas,14942
2405702,Jardim do Seridó,12396
2405801,João Câmara,35160
2405900,João Dias,2654
2406007,José da Penha,5946
2406106,Jucurutu,18315
2406155,Jundiá,3922
2406205,Lagoa d'Anta,6811
2406304,Lagoa de Pedras,7584
2406403,Lagoa de Velhos,2732
2406502,Lagoa Nova,15749
2406601,Lagoa Salgada,8297
2406700,Lajes,11344
2406809,Lajes Pintadas,4763
2406908,Lucrécia,4025
2407005,Luís Gomes,10146
2407104,Macaíba,81821
2407203,Macau,32039
2407252,Major Sales,4062
2407302,Marcelino Vieira,8336
2407401,Martins,8758
2407500,Maxaranguape,12544
2407609,Messias Targino,4634
2407708,Montanhas,11208
2407807,Monte Alegre,22576
2407906,Monte das Gameleiras,2084
2408003,Mossoró,300618
2408102,Natal,890480
2408201,Nísia Floresta,27938
2408300,Nova Cruz,37450
2408409,Olho d'Água do Borges,4244
2408508,Ouro Branco,4813
2408607,Paraná,4276
2408706,Paraú,3750
2408805,Parazinho,5272
2408904,Parelhas,21545
2408953,Rio do Fogo,10905
2409100,Passa e Fica,13474
2409209,Passagem,3102
2409308,Patu,12809
2409332,Santa Maria,5621
2409407,Pau dos Ferros,30600
2409506,Pedra Grande,3199
2409605,Pedra Preta,2438
2409704,Pedro Avelino,6653
2409803,Pedro Velho,14844
2409902,Pendências,15272
2410009,Pilões,3869
2410108,Poço Branco,15531
2410207,Portalegre,7906
2410256,Porto do Mangue,6522
2410306,Serra Caiada,10522
2410405,Pureza,9724
2410504,Rafael Fernandes,5128
2410603,Rafael Godeiro,3208
2410702,Riacho da Cruz,3614
2410801,Riacho de Santana,4199
2410900,Riachuelo,8220
2411007,Rodolfo Fernandes,4462
2411056,Tibau,4140
2411106,Ruy Barbosa,3592
2411205,Santa Cruz,39988
2411403,Santana do Matos,11956
2411429,Santana do Seridó,2689
2411502,Santo Antônio,24280
2411601,São Bento do Norte,2717
2411700,São Bento do Trairí,4495
2411809,São Fernando,3595
2411908,São Francisco do Oeste,4255
2412005,São Gonçalo do Amarante,103672
2412104,São João do Sabugi,6207
2412203,São José de Mipibu,44236
2412302,São José do Campestre,12879
2412401,São José do Seridó,4665
2412500,São Miguel,23655
2412559,São Miguel do Gostoso,10362
2412609,São Paulo do Potengi,17720
2412708,São Pedro,5930
2412807,São Rafael,8192
2412906,São Tomé,11053
2413003,São Vicente,6450
2413102,Senador Elói de Souza,6127
2413201,Senador Georgino Avelino,4484
2413300,Serra de São Bento,5751
2413359,Serra do Mel,12083
2413409,Serra Negra do Norte,8092
2413508,Serrinha,6178
2413557,Serrinha dos Pintos,4816
2413607,Severiano Melo,2088
2413706,Sítio Novo,5561
2413805,Taboleiro Grande,2586
2413904,Taipu,12297
2414001,Tangará,15869
2414100,Tenente Ananias,10855
2414159,Tenente Laurentino Cruz,6019
2414209,Tibau do Sul,14440
2414308,Timbaúba dos Batistas,2421
2414407,Touros,33503
2414456,Triunfo Potiguar,3216
2414506,Umarizal,10520
2414605,Upanema,14800
2414704,Várzea,5515
2414753,Venha-Ver,4205
2414803,Vera Cruz,12637
2414902,Viçosa,1725
2415008,Vila Flor,3194
2500106,Água Branca,10306
2500205,Aguiar,5630
2500304,Alagoa Grande,28439
2500403,Alagoa Nova,20921
2500502,Alagoinha,14560
2500536,Alcantil,5509
2500577,Algodão de Jandaíra,2577
2500601,Alhandra,19727
2500700,São João do Rio do Peixe,18026
2500734,Amparo,2251
2500775,Aparecida,8416
2500809,Araçagi,16921
2500908,Arara,13542
2501005,Araruna,20463
2501104,Areia,22656
2501153,Areia de Baraúnas,2116
2501203,Areial,7027
2501302,Aroeiras,19116
2501351,Assunção,4029
2501401,Baía da Traição,9096
2501500,Bananeiras,21269
2501534,Baraúna,4964
2501575,Barra de Santana,8349
2501609,Barra de Santa Rosa,15497
2501708,Barra de São Miguel,6065
2501807,Bayeux,97203
2501906,Belém,17705
2502003,Belém do Brejo do Cruz,7349
2502052,Bernardino Batista,3536
2502102,Boa Ventura,5307
2502151,Boa Vista,7136
2502201,Bom Jesus,2575
2502300,Bom Sucesso,4956
2502409,Bonito de Santa Fé,12022
2502508,Boqueirão,17870
2502607,Igaracy,6105
2502706,Borborema,5287
2502805,Brejo do Cruz,14206
2502904,Brejo dos Santos,6464
2503001,Caaporã,21955
2503100,Cabaceiras,5661
2503209,Cabedelo,68767
2503308,Cachoeira dos Índios,10305
2503407,Cacimba de Areia,3695
2503506,Cacimba de Dentro,17178
2503555,Cacimbas,7199
2503605,Caiçara,7191
2503704,Cajazeiras,62289
2503753,Cajazeirinhas,3205
2503803,Caldas Brandão,6046
2503902,Camalaú,6031
2504009,Campina Grande,411807
2504033,Capim,6620
2504074,Caraúbas,4185
2504108,Carrapateira,2687
2504157,Casserengue,7499
2504207,Catingueira,4935
2504306,Catolé do Rocha,30684
2504355,Caturité,4875
2504405,Conceição,19007
2504504,Condado,6658
2504603,Conde,25010
2504702,Congo,4787
2504801,Coremas,15441
2504850,Coxixola,1935
2504900,Cruz do Espírito Santo,17461
2505006,Cubati,7832
2505105,Cuité,20334
2505204,Cuitegi,6775
2505238,Cuité de Mamanguape,6356
2505279,Curral de Cima,5218
2505303,Curral Velho,2512
2505352,Damião,5370
2505402,Desterro,8315
2505501,Vista Serrana,3824
2505600,Diamante,6528
2505709,Dona Inês,10413
2505808,Duas Estradas,3582
2505907,Emas,3539
2506004,Esperança,33199
2506103,Fagundes,11215
2506202,Frei Martinho,2989
2506251,Gado Bravo,8303
2506301,Guarabira,59115
2506400,Gurinhém,14127
2506509,Gurjão,3453
2506608,Ibiara,5903
2506707,Imaculada,11848
2506806,Ingá,18144
2506905,Itabaiana,24419
2507002,Itaporanga,24828
2507101,Itapororoca,18823
2507200,Itatuba,11016
2507309,Jacaraú,14450
2507408,Jericó,7745
2507507,João Pessoa,817511
2507606,Juarez Távora,7976
2507705,Juazeirinho,18298
2507804,Junco do Seridó,7195
2507903,Juripiranga,10793
2508000,Juru,9849
2508109,Lagoa,4653
2508208,Lagoa de Dentro,7737
2508307,Lagoa Seca,27617
2508406,Lastro,2718
2508505,Livramento,7265
2508554,Logradouro,4369
2508604,Lucena,13214
2508703,Mãe d'Água,3999
2508802,Malta,5752
2508901,Mamanguape,45136
2509008,Manaíra,10972
2509057,Marcação,8653
2509107,Mari,21866
2509156,Marizópolis,6654
2509206,Massaranduba,13998
2509305,Mataraca,8539
2509339,Matinhas,4515
2509370,Mato Grosso,2926
2509396,Maturéia,6630
2509404,Mogeiro,13261
2509503,Montadas,5738
2509602,Monte Horebe,4842
2509701,Monteiro,33433
2509800,Mulungu,9932
2509909,Natuba,10451
2510006,Nazarezinho,7286
2510105,Nova Floresta,10626
2510204,Nova Olinda,5920
2510303,Nova Palmeira,4959
2510402,Olho d'Água,6462
2510501,Olivedos,3961
2510600,Ouro Velho,3046
2510659,Parari,1758
2510709,Passagem,2436
2510808,Patos,108192
2510907,Paulista,12379
2511004,Pedra Branca,3802
2511103,Pedra Lavrada,7899
2511202,Pedras de Fogo,28533
2511301,Piancó,16111
2511400,Picuí,18720
2511509,Pilar,11977
2511608,Pilões,6576
2511707,Pilõezinhos,4955
2511806,Pirpirituba,10584
2511905,Pitimbu,19275
2512002,Pocinhos,18708
2512036,Poço Dantas,3882
2512077,Poço de José de Moura,4337
2512101,Pombal,32802
2512200,Prata,4238
2512309,Princesa Isabel,23549
2512408,Puxinanã,13741
2512507,Queimadas,44179
2512606,Quixaba,1983
2512705,Remígio,19798
2512721,Pedro Régis,6114
2512747,Riachão,3619
2512754,Riachão do Bacamarte,4541
2512762,Riachão do Poço,4540
2512788,Riacho de Santo Antônio,1974
2512804,Riacho dos Cavalos,8541
2512903,Rio Tinto,24218
2513000,Salgadinho,3931
2513109,Salgado de São Félix,12131
2513158,Santa Cecília,6541
2513208,Santa Cruz,6581
2513307,Santa Helena,5871
2513356,Santa Inês,3593
2513406,Santa Luzia,15426
2513505,Santana de Mangueira,5129
2513604,Santana dos Garrotes,6986
2513653,Joca Claudino,2639
2513703,Santa Rita,137349
2513802,Santa Teresinha,4562
2513851,Santo André,2509
2513901,São Bento,34344
2513927,São Bentinho,4566
2513943,São Domingos do Cariri,2630
2513968,São Domingos,3097
2513984,São Francisco,3384
2514008,São João do Cariri,4184
2514107,São João do Tigre,4415
2514206,São José da Lagoa Tapada,7626
2514305,São José de Caiana,6376
2514404,São José de Espinharas,4656
2514453,São José dos Ramos,5998
2514503,São José de Piranhas,20329
2514552,São José de Princesa,3950
2514602,São José do Bonfim,3588
2514651,São José do Brejo do Cruz,1811
2514701,São José do Sabugi,4147
2514800,São José dos Cordeiros,3618
2514909,São Mamede,7702
2515005,São Miguel de Taipu,7410
2515104,São Sebastião de Lagoa de Roça,11728
2515203,São Sebastião do Umbuzeiro,3512
2515302,Sapé,52804
2515401,São Vicente do Seridó,10848
2515500,Serra Branca,13754
2515609,Serra da Raiz,3131
2515708,Serra Grande,2916
2515807,Serra Redonda,7021
2515906,Serraria,6068
2515930,Sertãozinho,5089
2515971,Sobrado,7815
2516003,Solânea,26227
2516102,Soledade,15102
2516151,Sossêgo,3594
2516201,Sousa,69723
2516300,Sumé,17031
2516409,Tacima,10969
2516508,Taperoá,15441
2516607,Tavares,14759
2516706,Teixeira,15248
2516755,Tenório,3081
2516805,Triunfo,9464
2516904,Uiraúna,15300
2517001,Umbuzeiro,9911
2517100,Várzea,2841
2517209,Vieirópolis,5372
2517407,Zabelê,2255
2600054,Abreu e Lima,100346
2600104,Afogados da Ingazeira,37404
2600203,Afrânio,19810
2600302,Agrestina,25065
2600401,Água Preta,37082
2600500,Águas Belas,43686
2600609,Alagoinha,14718
2600708,Aliança,38397
2600807,Altinho,22984
2600906,Amaraji,22870
2601003,Angelim,11226
2601052,Araçoiaba,20733
2601102,Araripina,84864
2601201,Arcoverde,74822
2601300,Barra de Guabiraba,14510
2601409,Barreiros,42764
2601508,Belém de Maria,12122
2601607,Belém do São Francisco,20730
2601706,Belo Jardim,76687
2601805,Betânia,12765
2601904,Bezerros,60880
2602001,Bodocó,38378
2602100,Bom Conselho,48767
2602209,Bom Jardim,39983
2602308,Bonito,38117
2602407,Brejão,8987
2602506,Brejinho,7488
2602605,Brejo da Madre de Deus,51225
2602704,Buenos Aires,13190
2602803,Buíque,58919
2602902,Cabo de Santo Agostinho,208944
2603009,Cabrobó,34503
2603108,Cachoeirinha,20501
2603207,Caetés,28904
2603306,Calçado,11018
2603405,Calumbi,5747
2603454,Camaragibe,158899
2603504,Camocim de São Félix,18900
2603603,Camutanga,8572
2603702,Canhotinho,24773
2603801,Capoeiras,20048
2603900,Carnaíba,19609
2603926,Carnaubeira da Penha,13025
2604007,Carpina,84395
2604106,Caruaru,365278
2604155,Casinhas,14368
2604205,Catende,43340
2604304,Cedro,11891
2604403,Chã de Alegria,13556
2604502,Chã Grande,21815
2604601,Condado,26590
2604700,Correntes,18268
2604809,Cortês,12560
2604908,Cumaru,10192
2605004,Cupira,24173
2605103,Custódia,37375
2605152,Dormentes,19079
2605202,Escada,69292
2605301,Exu,31766
2605400,Feira Nova,22247
2605459,Fernando de Noronha,3101
2605509,Ferreiros,12170
2605608,Flores,22618
2605707,Floresta,33184
2605806,Frei Miguelinho,15546
2605905,Gameleira,31318
2606002,Garanhuns,140577
2606101,Glória do Goitá,30751
2606200,Goiana,80055
2606309,Granito,7537
2606408,Gravatá,84699
2606507,Iati,19241
2606606,Ibimirim,29412
2606705,Ibirajuba,7768
2606804,Igarassu,118370
2606903,Iguaracy,12247
2607000,Inajá,23645
2607109,Ingazeira,4543
2607208,Ipojuca,97669
2607307,Ipubi,31187
2607406,Itacuruba,4966
2607505,Itaíba,26308
2607604,Ilha de Itamaracá,26672
2607653,Itambé,36471
2607703,Itapetim,13553
2607752,Itapissuma,26900
2607802,Itaquitinga,17006
2607901,Jaboatão dos Guararapes,706867
2607950,Jaqueira,11644
2608008,Jataúba,17228
2608057,Jatobá,14850
2608107,João Alfredo,33328
2608206,Joaquim Nabuco,16011
2608255,Jucati,11485
2608305,Jupi,14922
2608404,Jurema,15431
2608453,Lagoa do Carro,18252
2608503,Lagoa de Itaenga,21460
2608602,Lagoa do Ouro,13224
2608701,Lagoa dos Gatos,16318
2608750,Lagoa Grande,25849
2608800,Lajedo,40589
2608909,Limoeiro,56198
2609006,Macaparana,25472
2609105,Machados,16321
2609154,Manari,21776
2609204,Maraial,11220
2609303,Mirandiba,15470
2609402,Moreno,63294
2609501,Nazaré da Mata,32573
2609600,Olinda,393115
2609709,Orobó,23935
2609808,Orocó,15152
2609907,Ouricuri,69969
2610004,Palmares,63500
2610103,Palmeirina,7600
2610202,Panelas,26456
2610301,Paranatama,11566
2610400,Parnamirim,22106
2610509,Passira,28894
2610608,Paudalho,56933
2610707,Paulista,334376
2610806,Pedra,22668
2610905,Pesqueira,67735
2611002,Petrolândia,36901
2611101,Petrolina,354317
2611200,Poção,11305
2611309,Pombos,27148
2611408,Primavera,15101
2611507,Quipapá,26175
2611533,Quixaba,6805
2611606,Recife,1653461
2611705,Riacho das Almas,20646
2611804,Ribeirão,47616
2611903,Rio Formoso,23628
2612000,Sairé,9764
2612109,Salgadinho,11068
2612208,Salgueiro,61249
2612307,Saloá,15862
2612406,Sanharó,26890
2612455,Santa Cruz,15558
2612471,Santa Cruz da Baixa Verde,12650
2612505,Santa Cruz do Capibaribe,109897
2612554,Santa Filomena,14562
2612604,Santa Maria da Boa Vista,42100
2612703,Santa Maria do Cambucá,14223
2612802,Santa Terezinha,11865
2612901,São Benedito do Sul,16069
2613008,São Bento do Una,60042
2613107,São Caitano,37368
2613206,São João,22899
2613305,São Joaquim do Monte,21398
2613404,São José da Coroa Grande,21586
2613503,São José do Belmonte,34021
2613602,São José do Egito,34056
2613701,São Lourenço da Mata,114079
2613800,São Vicente Férrer,18085
2613909,Serra Talhada,86915
2614006,Serrita,19196
2614105,Sertânia,36050
2614204,Sirinhaém,46361
2614303,Moreilândia,11270
2614402,Solidão,6021
2614501,Surubim,65647
2614600,Tabira,28704
2614709,Tacaimbó,12859
2614808,Tacaratu,26106
2614857,Tamandaré,23623
2615003,Taquaritinga do Norte,29127
2615102,Terezinha,7198
2615201,Terra Nova,10206
2615300,Timbaúba,52802
2615409,Toritama,46164
2615508,Tracunhaém,13813
2615607,Trindade,30816
2615706,Triunfo,15243
2615805,Tupanatinga,27551
2615904,Tuparetama,8256
2616001,Venturosa,18661
2616100,Verdejante,9553
2616183,Vertente do Lério,7571
2616209,Vertentes,20954
2616308,Vicência,32772
2616407,Vitória de Santo Antão,139583
2616506,Xexéu,14757
2700102,Água Branca,20230
2700201,Anadia,17526
2700300,Arapiraca,233047
2700409,Atalaia,47365
2700508,Barra de Santo Antônio,16068
2700607,Barra de São Miguel,8378
2700706,Batalha,18338
2700805,Belém,4284
2700904,Belo Monte,6710
2701001,Boca da Mata,27356
2701100,Branquinha,10460
2701209,Cacimbinhas,10889
2701308,Cajueiro,21331
2701357,Campestre,6954
2701407,Campo Alegre,57537
2701506,Campo Grande,9567
2701605,Canapi,17719
2701704,Capela,16979
2701803,Carneiros,9159
2701902,Chã Preta,7311
2702009,Coité do Nóia,10643
2702108,Colônia Leopoldina,21818
2702207,Coqueiro Seco,5864
2702306,Coruripe,57294
2702355,Craíbas,24309
2702405,Delmiro Gouveia,52262
2702504,Dois Riachos,11067
2702553,Estrela de Alagoas,18255
2702603,Feira Grande,22178
2702702,Feliz Deserto,4779
2702801,Flexeiras,12807
2702900,Girau do Ponciano,41237
2703007,Ibateguara,15627
2703106,Igaci,25613
2703205,Igreja Nova,24586
2703304,Inhapi,18392
2703403,Jacaré dos Homens,5219
2703502,Jacuípe,7006
2703601,Japaratinga,8403
2703700,Jaramataia,5761
2703759,Jequiá da Praia,11536
2703809,Joaquim Gomes,24081
2703908,Jundiá,4137
2704005,Junqueiro,24722
2704104,Lagoa da Canoa,17771
2704203,Limoeiro de Anadia,28771
2704302,Maceió,1025360
2704401,Major Isidoro,19864
2704500,Maragogi,33032
2704609,Maravilha,9004
2704708,Marechal Deodoro,52380
2704807,Maribondo,13193
2704906,Mar Vermelho,3494
2705002,Mata Grande,25207
2705101,Matriz de Camaragibe,24634
2705200,Messias,18031
2705309,Minador do Negrão,5322
2705408,Monteirópolis,7165
2705507,Murici,28333
2705606,Novo Lino,12764
2705705,Olho d'Água das Flores,21738
2705804,Olho d'Água do Casado,9441
2705903,Olho d'Água Grande,5128
2706000,Olivença,11657
2706109,Ouro Branco,11535
2706208,Palestina,5037
2706307,Palmeira dos Índios,73337
2706406,Pão de Açúcar,24351
2706422,Pariconha,10539
2706448,Paripueira,13332
2706505,Passo de Camaragibe,15258
2706604,Paulo Jacinto,7560
2706703,Penedo,63846
2706802,Piaçabuçu,17848
2706901,Pilar,35212
2707008,Pindoba,2905
2707107,Piranhas,25183
2707206,Poço das Trincheiras,14418
2707305,Porto Calvo,27249
2707404,Porto de Pedras,7701
2707503,Porto Real do Colégio,20112
2707602,Quebrangulo,11248
2707701,Rio Largo,75394
2707800,Roteiro,6649
2707909,Santa Luzia do Norte,7320
2708006,Santana do Ipanema,47819
2708105,Santana do Mundaú,10687
2708204,São Brás,6969
2708303,São José da Laje,23996
2708402,São José da Tapera,32405
2708501,São Luís do Quitunde,34692
2708600,São Miguel dos Campos,61797
2708709,São Miguel dos Milagres,8013
2708808,São Sebastião,34290
2708907,Satuba,13936
2708956,Senador Rui Palmeira,13921
2709004,Tanque d'Arca,6138
2709103,Taquarana,20072
2709152,Teotônio Vilela,44372
2709202,Traipu,27826
2709301,União dos Palmares,65790
2709400,Viçosa,25693
2800100,Amparo do São Francisco,2380
2800209,Aquidabã,21681
2800308,Aracaju,664908
2800407,Arauá,9947
2800506,Areia Branca,18686
2800605,Barra dos Coqueiros,30930
2800670,Boquim,26899
2800704,Brejo Grande,8353
2801009,Campo do Brito,18218
2801108,Canhoba,4006
2801207,Canindé de São Francisco,30402
2801306,Capela,34514
2801405,Carira,22239
2801504,Carmópolis,16937
2801603,Cedro de São João,5913
2801702,Cristinápolis,18029
2801900,Cumbe,3998
2802007,Divina Pastora,5215
2802106,Estância,69556
2802205,Feira Nova,5601
2802304,Frei Paulo,15556
2802403,Gararu,11601
2802502,General Maynard,3384
2802601,Gracho Cardoso,5824
2802700,Ilha das Flores,8521
2802809,Indiaroba,18149
2802908,Itabaiana,96142
2803005,Itabaianinha,42166
2803104,Itabi,4886
2803203,Itaporanga d'Ajuda,34709
2803302,Japaratuba,18907
2803401,Japoatã,13429
2803500,Lagarto,105221
2803609,Laranjeiras,30080
2803708,Macambira,6961
2803807,Malhada dos Bois,3699
2803906,Malhador,12653
2804003,Maruim,17271
2804102,Moita Bonita,11348
2804201,Monte Alegre de Sergipe,15175
2804300,Muribeca,7639
2804409,Neópolis,18703
2804458,Nossa Senhora Aparecida,8809
2804508,Nossa Senhora da Glória,37324
2804607,Nossa Senhora das Dores,26795
2804706,Nossa Senhora de Lourdes,6496
2804805,Nossa Senhora do Socorro,185706
2804904,Pacatuba,14540
2805000,Pedra Mole,3285
2805109,Pedrinhas,9665
2805208,Pinhão,6627
2805307,Pirambu,9359
2805406,Poço Redondo,35122
2805505,Poço Verde,23867
2805604,Porto da Folha,28693
2805703,Propriá,29692
2805802,Riachão do Dantas,19809
2805901,Riachuelo,10284
2806008,Ribeirópolis,18773
2806107,Rosário do Catete,11008
2806206,Salgado,20025
2806305,Santa Luzia do Itanhy,14121
2806404,Santana do São Francisco,7844
2806503,Santa Rosa de Lima,3923
2806602,Santo Amaro das Brotas,12151
2806701,São Cristóvão,91093
2806800,São Domingos,11207
2806909,São Francisco,3781
2807006,São Miguel do Aleixo,3947
2807105,Simão Dias,40606
2807204,Siriri,8970
2807303,Telha,3249
2807402,Tobias Barreto,52530
2807501,Tomar do Geru,13535
2807600,Umbaúba,25550
2900108,Abaíra,8710
2900207,Abaré,20347
2900306,Acajutiba,15187
2900355,Adustina,17126
2900405,Água Fria,17033
2900504,Érico Cardoso,10560
2900603,Aiquara,4416
2900702,Alagoinhas,152327
2900801,Alcobaça,22490
2900900,Almadina,5366
2901007,Amargosa,37441
2901106,Amélia Rodrigues,25048
2901155,América Dourada,16090
2901205,Anagé,21607
2901304,Andaraí,13132
2901353,Andorinha,14503
2901403,Angical,13938
2901502,Anguera,11297
2901601,Antas,19479
2901700,Antônio Cardoso,11677
2901809,Antônio Gonçalves,11878
2901908,Aporá,17788
2901957,Apuarema,7302
2902005,Aracatu,13045
2902054,Araçás,12208
2902104,Araci,54648
2902203,Aramari,11461
2902252,Arataca,10961
2902302,Aratuípe,8837
2902401,Aurelino Leal,11299
2902500,Baianópolis,13929
2902609,Baixa Grande,20449
2902658,Banzaê,13240
2902708,Barra,53910
2902807,Barra da Estiva,20392
2902906,Barra do Choça,31209
2903003,Barra do Mendes,13833
2903102,Barra do Rocha,5612
2903201,Barreiras,156975
2903235,Barro Alto,15054
2903276,Barrocas,16105
2903300,Barro Preto,5448
2903409,Belmonte,23437
2903508,Belo Campo,17109
2903607,Biritinga,15984
2903706,Boa Nova,12329
2903805,Boa Vista do Tupim,18531
